1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 980000002B448621
Is Mission Active?  true
Mission Start:  Sat Jun 16 19:26:00 PDT 2018
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  6664
Total Samples:  413166
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun Mar 24 00:00:00 PDT 2019
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2018-06-28, 11:26:00 AM,C,14.5
2018-06-28, 12:26:00 PM,C,13.5
2018-06-28, 1:26:00 PM,C,13.5
2018-06-28, 2:26:00 PM,C,13.5
2018-06-28, 3:26:00 PM,C,13.5
2018-06-28, 4:26:00 PM,C,13.5
2018-06-28, 5:26:00 PM,C,14
2018-06-28, 6:26:00 PM,C,14
2018-06-28, 7:26:00 PM,C,13.5
2018-06-28, 8:26:00 PM,C,13.5
2018-06-28, 9:26:00 PM,C,13
2018-06-28, 10:26:00 PM,C,13.5
2018-06-28, 11:26:00 PM,C,13.5
2018-06-29, 12:26:00 AM,C,13.5
2018-06-29, 1:26:00 AM,C,13.5
2018-06-29, 2:26:00 AM,C,13.5
2018-06-29, 3:26:00 AM,C,13.5
2018-06-29, 4:26:00 AM,C,13.5
2018-06-29, 5:26:00 AM,C,13
2018-06-29, 6:26:00 AM,C,13
2018-06-29, 7:26:00 AM,C,13.5
2018-06-29, 8:26:00 AM,C,13.5
2018-06-29, 9:26:00 AM,C,14
2018-06-29, 10:26:00 AM,C,14.5
2018-06-29, 11:26:00 AM,C,14.5
2018-06-29, 12:26:00 PM,C,14
2018-06-29, 1:26:00 PM,C,14
2018-06-29, 2:26:00 PM,C,13.5
2018-06-29, 3:26:00 PM,C,13.5
2018-06-29, 4:26:00 PM,C,13.5
2018-06-29, 5:26:00 PM,C,14
2018-06-29, 6:26:00 PM,C,14.5
2018-06-29, 7:26:00 PM,C,15
2018-06-29, 8:26:00 PM,C,14.5
2018-06-29, 9:26:00 PM,C,14
2018-06-29, 10:26:00 PM,C,14
2018-06-29, 11:26:00 PM,C,13.5
2018-06-30, 12:26:00 AM,C,12.5
2018-06-30, 1:26:00 AM,C,12.5
2018-06-30, 2:26:00 AM,C,12.5
2018-06-30, 3:26:00 AM,C,12.5
2018-06-30, 4:26:00 AM,C,12.5
2018-06-30, 5:26:00 AM,C,13
2018-06-30, 6:26:00 AM,C,12.5
2018-06-30, 7:26:00 AM,C,12.5
2018-06-30, 8:26:00 AM,C,13
2018-06-30, 9:26:00 AM,C,14
2018-06-30, 10:26:00 AM,C,14.5
2018-06-30, 11:26:00 AM,C,15
2018-06-30, 12:26:00 PM,C,15
2018-06-30, 1:26:00 PM,C,13
2018-06-30, 2:26:00 PM,C,13
2018-06-30, 3:26:00 PM,C,13
2018-06-30, 4:26:00 PM,C,13
2018-06-30, 5:26:00 PM,C,13
2018-06-30, 6:26:00 PM,C,13.5
2018-06-30, 7:26:00 PM,C,14
2018-06-30, 8:26:00 PM,C,14.5
2018-06-30, 9:26:00 PM,C,13.5
2018-06-30, 10:26:00 PM,C,12.5
2018-06-30, 11:26:00 PM,C,13
2018-07-01, 12:26:00 AM,C,13
2018-07-01, 1:26:00 AM,C,12.5
2018-07-01, 2:26:00 AM,C,12
2018-07-01, 3:26:00 AM,C,12
2018-07-01, 4:26:00 AM,C,12
2018-07-01, 5:26:00 AM,C,12.5
2018-07-01, 6:26:00 AM,C,12.5
2018-07-01, 7:26:00 AM,C,12.5
2018-07-01, 8:26:00 AM,C,13.5
2018-07-01, 9:26:00 AM,C,13.5
2018-07-01, 10:26:00 AM,C,14.5
2018-07-01, 11:26:00 AM,C,14.5
2018-07-01, 12:26:00 PM,C,15.5
2018-07-01, 1:26:00 PM,C,14.5
2018-07-01, 2:26:00 PM,C,13.5
2018-07-01, 3:26:00 PM,C,13
2018-07-01, 4:26:00 PM,C,13.5
2018-07-01, 5:26:00 PM,C,13.5
2018-07-01, 6:26:00 PM,C,13.5
2018-07-01, 7:26:00 PM,C,14
2018-07-01, 8:26:00 PM,C,14
2018-07-01, 9:26:00 PM,C,12.5
2018-07-01, 10:26:00 PM,C,11.5
2018-07-01, 11:26:00 PM,C,11.5
2018-07-02, 12:26:00 AM,C,12.5
2018-07-02, 1:26:00 AM,C,12.5
2018-07-02, 2:26:00 AM,C,12.5
2018-07-02, 3:26:00 AM,C,12
2018-07-02, 4:26:00 AM,C,12
2018-07-02, 5:26:00 AM,C,12
2018-07-02, 6:26:00 AM,C,12
2018-07-02, 7:26:00 AM,C,11.5
2018-07-02, 8:26:00 AM,C,12.5
2018-07-02, 9:26:00 AM,C,12.5
