SP,ID,Tank,Treat,Stage,Length,Thickness,Linear_shell_growth,Total_weight,Submerged_weight,Died,Notes
Cedar,CB07,1,19A,Init,22.34,2.37,,2.3,,,
Cedar,CB18,1,19A,Init,25.73,3.98,,7.7,,,
Cedar,CB26,1,19A,Init,29.56,3.06,,5,,,
Cedar,CB55,1,22A,Init,29.34,2.51,,3.5,,,
Cedar,CB62,1,15L,Init,35.64,3.73,,7.2,,,
Cedar,CO11,1,15A,Init,26.67,2.51,,2.6,,,
Cedar,CO97,1,15A,Init,27.43,3.12,,3.5,,,
Cedar,CB13,2,22A,Init,28.77,3.41,,3.9,,,
Cedar,CB16,2,22A,Init,23.24,2.99,,2,,,
Cedar,CB60,2,15A,Init,32.7,2.98,,5.6,,,
Cedar,CB89,2,22L,Init,28.41,3.16,,3.9,,,
Cedar,CO17,2,22L,Init,32.42,3.48,,6.4,,,
Cedar,CO42,2,22L,Init,18.1,2.7,,1.3,,,
Cedar,CO48,2,22L,Init,24.44,2.82,,2.3,,,
Cedar,CB01,3,22A,Init,25.9,2.81,,2.9,,,
Cedar,CB12,3,22A,Init,31.02,3.53,,5.3,,,
Cedar,CO13,3,15L,Init,22.15,2.79,,2.4,,,
Cedar,CO20,3,19A,Init,27.48,3.02,,3.2,,,
Cedar,CO33,3,12A,Init,16.01,1.07,,1.3,,,
Cedar,CO54,3,22A,Init,32.25,3.36,,4.9,,,
Cedar,CO86,3,22A,Init,37.44,4.23,,9.3,,,
Cedar,CB10,4,15A,Init,31.87,2.15,,4.5,,,
Cedar,CB11,4,15A,Init,22.39,2.71,,2.7,,,
Cedar,CB21,4,15A,Init,24.9,2.63,,2.9,,,
Cedar,CB34,4,15A,Init,26.31,2.96,,2.8,,,
Cedar,CB36,4,15A,Init,27.77,3.24,,3.9,,,
Cedar,CB71,4,15L,Init,28.4,3.03,,4.5,,,
Cedar,CO26,4,22L,Init,35.02,2.47,,6.2,,,
Cedar,CB17,5,19A,Init,28.34,3.22,,4,,,
Cedar,CB19,5,19A,Init,31.18,3.29,,4.2,,,
Cedar,CB28,5,19A,Init,21.27,2.28,,1.8,,,
Cedar,CB51,5,12A,Init,22.62,2.93,,2.1,,,
Cedar,CO40,5,15L,Init,16.73,1.81,,0.8,,,
Cedar,CO89,5,15L,Init,39.4,4.14,,9.3,,,
Cedar,CY38,5,19A,Init,34.51,3.47,,5.3,,,
Cedar,CB23,6,12A,Init,32.46,3.11,,5.2,,,
Cedar,CB35,6,12A,Init,25.57,3.3,,3.3,,,
Cedar,CB63,6,19A,Init,25.31,2.97,,3.6,,,
Cedar,CB83,6,12A,Init,33.02,3.17,,5.7,,,
Cedar,CB97,6,15L,Init,22.4,2.07,,2.1,,,
Cedar,CO27,6,15A,Init,36.82,3.57,,7.5,,,
Cedar,CO49,6,22A,Init,22.57,2.51,,2.3,,,
Cedar,CB48,7,22L,Init,34.59,3.38,,5.5,,,
Cedar,CB84,7,12A,Init,24.05,2.97,,2.6,,,
Cedar,CO22,7,19A,Init,22.96,2.68,,2.3,,,
Cedar,CO36,7,22L,Init,18.87,2.37,,1.6,,,
Cedar,CO90,7,19A,Init,28.98,3.84,,4.9,,,
Cedar,CO96,7,19A,Init,31.4,3.03,,5.3,,,
Cedar,CO98,7,19A,Init,26.63,3.34,,4.1,,,
Cedar,CB40,8,22A,Init,28.64,3.37,,4.2,,,
Cedar,CB49,8,15A,Init,25.83,3.26,,2.9,,,
Cedar,CB53,8,15L,Init,23.71,3.05,,2.5,,,
Cedar,CB54,8,22A,Init,29.94,3.36,,4.8,,,
Cedar,CB93,8,15L,Init,22.51,2.16,,2.2,,,
Cedar,CO14,8,22A,Init,28.79,3.62,,4,,,
Cedar,CO34,8,22A,Init,18.74,2.01,,1.5,,,
Cedar,CB03,9,12A,Init,24.39,2.56,,2.6,,,
Cedar,CB25,9,12A,Init,28.44,2.78,,3.7,,,
Cedar,CB57,9,22L,Init,29.46,2.7,,4.5,,,
Cedar,CB69,9,19A,Init,34.2,3.38,,6.1,,,
Cedar,CB79,9,22L,Init,32.02,3.12,,5.6,,,
Cedar,CO32,9,22L,Init,24.34,3.23,,3.2,,,
Cedar,CO44,9,15L,Init,19.79,2.38,,1.6,,,
Cedar,CB39,10,19A,Init,32.43,3.48,,6.2,,,
Cedar,CB41,10,19A,Init,34.05,4.38,,7,,,
Cedar,CB94,10,22A,Init,33.55,3.22,,5.8,,,
Cedar,CB98,10,12A,Init,27.66,3.48,,3.5,,,
Cedar,CO15,10,22A,Init,22.6,2.8,,2.3,,,
Cedar,CO19,10,12A,Init,24.77,3.01,,3.3,,,
Cedar,CO94,10,15L,Init,26.63,3.41,,3.9,,,
Cedar,CB42,11,15A,Init,25.05,3.89,,3,,,
Cedar,CB45,11,19A,Init,33.02,2.56,,5.4,,,
Cedar,CB66,11,22A,Init,29.68,2.14,,2,,,
Cedar,CB77,11,22L,Init,23.55,3.29,,2.8,,,
Cedar,CB81,11,12A,Init,24.26,2.56,,2.6,,,
Cedar,CO06,11,12A,Init,38.69,4.09,,8.4,,,
Cedar,CO38,11,15L,Init,18.93,2.52,,1.4,,,
Cedar,CB24,12,12A,Init,34.88,3.09,,6.5,,,
Cedar,CB75,12,19A,Init,25.34,2.99,,3.1,,,
Cedar,CB80,12,12A,Init,22.83,2.48,,2.2,,,
Cedar,CB82,12,15A,Init,30.98,3.4,,4.4,,,
Cedar,CO18,12,22A,Init,26.51,3.61,,3.9,,,
Cedar,CO99,12,15A,Init,22.22,3,,2.5,,,
Cedar,CY41,12,12A,Init,19.7,2.73,,1.4,,,
Cedar,CB44,13,12A,Init,27.56,3.27,,3.7,,,
Cedar,CB64,13,12A,Init,35.33,3.69,,7,,,
Cedar,CB68,13,22L,Init,23.66,2.91,,2.2,,,
Cedar,CB74,13,22L,Init,28.7,2.8,,3.4,,,
Cedar,CO21,13,22A,Init,24.75,2.81,,3.1,,,
Cedar,CO91,13,15A,Init,36.99,3.58,,8.3,,,
Cedar,CO95,13,19A,Init,16.79,2.16,,0.9,,,
Cedar,CB20,14,15A,Init,24.31,2.75,,2.8,,,
Cedar,CB59,14,22L,Init,31.01,3.12,,4.3,,,
Cedar,CO03,14,22L,Init,21.14,2.82,,2,,,
Cedar,CO10,14,22L,Init,21.55,2.59,,1.9,,,
Cedar,CO45,14,12A,Init,38.61,4.54,,9.3,,,
Cedar,CO46,14,15A,Init,21.08,2.82,,2,,,
Cedar,CO87,14,22A,Init,29.73,3.52,,4.9,,,
Cedar,CB09,15,22A,Init,22.44,2.31,,2.2,,,
Cedar,CB31,15,22A,Init,32.67,3.39,,6.2,,,
Cedar,CB65,15,19A,Init,30.81,3.51,,5.1,,,
Cedar,CB90,15,22A,Init,23.08,3.12,,2.8,,,
Cedar,CO01,15,22L,Init,25.86,3.16,,3,,,
Cedar,CO24,15,12A,Init,36.56,2.58,,6.9,,,
Cedar,CO51,15,15L,Init,20.04,2.15,,1.6,,,
Cedar,CB08,16,12A,Init,22.96,2.23,,2.4,,,
Cedar,CB14,16,12A,Init,25.63,2.49,,2.4,,,
Cedar,CB22,16,12A,Init,27.05,2.69,,3.1,,,
Cedar,CB50,16,22A,Init,33.96,3.21,,6.2,,,
Cedar,CO05,16,15L,Init,32.78,3.11,,5.8,,,
Cedar,CO23,16,15A,Init,33.65,3.72,,7,,,
Cedar,CO28,16,12A,Init,16.77,2.01,,1.1,,,
Cedar,CB15,17,15L,Init,25.39,2.7,,2.8,,,
Cedar,CB29,17,15L,Init,32.7,3.83,,6.4,,,
Cedar,CB85,17,15A,Init,29.71,2.38,,5.8,,,
Cedar,CB96,17,22L,Init,27.21,2.87,,3,,,
Cedar,CO39,17,15A,Init,21.01,2.39,,2.1,,,
Cedar,CO50,17,12A,Init,33.91,3.11,,6,,,
Cedar,CO88,17,15A,Init,23.95,2.59,,2.7,,,
Cedar,CB06,18,22L,Init,33.77,3.22,,5.3,,,
Cedar,CB73,18,22L,Init,31.76,3.23,,5.7,,,
Cedar,CB88,18,15L,Init,34.31,4.23,,6.7,,,
Cedar,CB99,18,19A,Init,25.32,2.81,,3.2,,,
Cedar,CO09,18,15L,Init,21.71,2.88,,1.8,,,
Cedar,CO35,18,22A,Init,19.87,2.46,,1.6,,,
Cedar,CO92,18,19A,Init,29.32,3.54,,4.2,,,
Cedar,CB27,19,22L,Init,26.9,2.93,,3.7,,,
Cedar,CB47,19,22L,Init,24.93,2.95,,2.8,,,
Cedar,CB58,19,12A,Init,34.22,3.05,,5.5,,,
Cedar,CB67,19,15A,Init,23.89,3.04,,2.6,,,
Cedar,CB72,19,15A,Init,27.29,2.42,,3.2,,,
Cedar,CO30,19,22L,Init,19.3,2.49,,1.7,,,
Cedar,CO31,19,22L,Init,23.06,2.24,,2.5,,,
Cedar,CB02,20,15L,Init,29.31,3.09,,3.9,,,
Cedar,CB05,20,15L,Init,27.52,2.57,,3.1,,,
Cedar,CB43,20,15L,Init,28.14,2.78,,4,,,
Cedar,CB61,20,22A,Init,29.76,3.62,,4.6,,,
Cedar,CB70,20,12A,Init,31.77,3.19,,5.4,,,
Cedar,CO37,20,15A,Init,19.18,1.62,,1.5,,,
Cedar,CY39,20,15L,Init,32.85,3.7,,5.8,,,
Cedar,CB04,21,15L,Init,27.61,2.76,,3.7,,,
Cedar,CB30,21,15L,Init,36.05,3.56,,7.2,,,
Cedar,CB91,21,22A,Init,22.75,2.98,,2.5,,,
Cedar,CB92,21,15L,Init,30.61,3.43,,4.2,,,
Cedar,CO12,21,19A,Init,34.12,3.06,,6.4,,,
Cedar,CO43,21,22A,Init,19.01,2.36,,1.3,,,
Cedar,CO93,21,22L,Init,25.97,3.35,,3.7,,,
Cedar,CB37,22,22L,Init,31.8,3.63,,4.8,,,
Cedar,CB56,22,19A,Init,27.86,2.87,,4.1,,,
Cedar,CB76,22,12A,Init,29.86,3.49,,4.7,,,
Cedar,CB95,22,19A,Init,22.12,2.29,,2,,,
Cedar,CO02,22,22A,Init,35.05,3.56,,6.6,,,
Cedar,CO25,22,22A,Init,30.21,3.02,,4.1,,,
Cedar,CO47,22,15A,Init,23.35,2.92,,2.4,,,
Cedar,CB32,23,22L,Init,29.38,3.26,,4.3,,,
Cedar,CB46,23,15A,Init,30.91,3.16,,4.6,,,
Cedar,CB78,23,15A,Init,24.43,2.78,,2.8,,,
Cedar,CO07,23,15A,Init,22.42,2.75,,2,,,
Cedar,CO16,23,19A,Init,24.96,2.91,,2.9,,,
Cedar,CO29,23,12A,Init,19.42,2.42,,1.5,,,
Cedar,CO41,23,19A,Init,19.7,2.73,,1.7,,,
Cedar,CB33,24,22L,Init,35.61,3.73,,6,,,
Cedar,CB38,24,15L,Init,35.8,3.28,,7,,,
Cedar,CB52,24,19A,Init,34.72,3.67,,6.1,,,
Cedar,CB86,24,15L,Init,29.57,3.56,,4.8,,,
Cedar,CO04,24,15A,Init,21.47,2.43,,2,,,
Cedar,CO08,24,22L,Init,26.4,2.82,,3.9,,,
Cedar,CY40,24,15L,Init,15.34,1.11,,0.6,,,
Cedar,CY37,,12A,Init,37.87,3.48,,7.1,,,
Heron,HG97,1,19A,Init,24.21,2.68,,2.5,,,
Heron,HW04,1,19A,Init,30.14,3.16,,4.4,,,
Heron,HW10,1,19A,Init,22.26,2.61,,2,,,
Heron,HW12,1,19A,Init,21.25,2.35,,1.6,,,
Heron,HW15,1,19A,Init,24.41,2.93,,2.7,,,
Heron,HW76,1,19A,Init,42.06,4.71,,11.9,,,
Heron,HW96,1,19A,Init,15.98,1.46,,0.7,,,
Heron,HG55,2,22A,Init,23.74,3.14,,7.1,,,
Heron,HG67,2,22A,Init,20.7,1.76,,1.7,,,
Heron,HG71,2,22A,Init,27.91,3.21,,3.9,,,
Heron,HW13,2,22A,Init,24.1,2.71,,2.4,,,
Heron,HW45,2,22A,Init,32.21,2.81,,5.2,,,
Heron,HW52,2,22A,Init,28.32,2.86,,4,,,
Heron,HW58,2,22A,Init,25.33,2.74,,2.6,,,
Heron,HG65,3,22A,Init,28.73,1.94,,3.7,,,
Heron,HG80,3,22A,Init,25.06,2.7,,2.7,,,
Heron,HG89,3,22A,Init,32.78,2.36,,2.2,,,
Heron,HW09,3,22A,Init,32.19,3.89,,5.6,,,
Heron,HW11,3,22A,Init,29.7,3.59,,4.7,,,
Heron,HW22,3,22A,Init,19.22,2.26,,1.3,,,
Heron,HW27,3,22A,Init,29.8,2.82,,4.1,,,
Heron,HG78,4,15A,Init,21.13,2.96,,1.8,,,
Heron,HG82,4,15A,Init,26.66,3.43,,3.4,,,
Heron,HG88,4,15A,Init,26.78,3.04,,3,,,
Heron,HG90,4,15A,Init,25.47,3.11,,2.9,,,
Heron,HW19,4,15A,Init,31.22,2.29,,4.2,,,
Heron,HW50,4,15A,Init,33.47,4.15,,6.6,,,
Heron,HW88,4,15A,Init,20.1,1.96,,1.4,,,
Heron,HG22,5,19A,Init,26.68,2.94,,3.2,,,
Heron,HG37,5,19A,Init,23.78,2.92,,2.4,,,
Heron,HG52,5,19A,Init,26.65,3.53,,1.9,,,
Heron,HG84,5,19A,Init,27.54,2.98,,3.9,,,
Heron,HW01,5,19A,Init,26.52,2.63,,3.1,,,
Heron,HW25,5,19A,Init,35.02,2.67,,6.6,,,
Heron,HW41,5,19A,Init,17.33,1.74,,1,,,
Heron,HG36,6,12A,Init,25.29,2.6,,2.9,,,
Heron,HG38,6,12A,Init,30.7,3.79,,5.2,,,
Heron,HG40,6,12A,Init,29.07,3.93,,4.6,,,
Heron,HG59,6,12A,Init,17.5,2.42,,1.1,,,
Heron,HW43,6,12A,Init,22.8,2.58,,1.9,,,
Heron,HW77,6,12A,Init,34.14,3.07,,6,,,
Heron,HW78,6,12A,Init,39.16,2.84,,9,,,
Heron,HG21,7,15A,Init,23.44,2.67,,2.2,,,
Heron,HG47,7,15A,Init,16.71,2.03,,0.8,,,
Heron,HG62,7,15A,Init,25.73,2.78,,3.3,,,
Heron,HG75,7,15A,Init,27.74,3.34,,3.7,,,
Heron,HG86,7,15A,Init,27.69,3.5,,3.6,,,
Heron,HW18,7,15A,Init,26.44,3.3,,3.2,,,
Heron,HW57,7,15A,Init,28.6,3.66,,4.3,,,
Heron,HG54,8,22A,Init,24.33,2.73,,2.6,,,
Heron,HG79,8,22A,Init,27.41,2.79,,3.4,,,
Heron,HW26,8,22A,Init,20.2,2.58,,1.3,,,
Heron,HW28,8,22A,Init,36.6,2.82,,6.5,,,
Heron,HW38,8,22A,Init,20.52,2.71,,1.8,,,
Heron,HW84,8,22A,Init,26.45,3.29,,4.3,,,
Heron,HW94,8,22A,Init,20.34,2.16,,1.4,,,
Heron,HG53,9,12A,Init,25.26,3.27,,2.9,,,
Heron,HG63,9,12A,Init,31.05,3.07,,5.4,,,
Heron,HG66,9,12A,Init,19.1,2.39,,1.2,,,
Heron,HG91,9,12A,Init,28.64,3.74,,4.1,,,
Heron,HW51,9,12A,Init,25.59,3.02,,2.9,,,
Heron,HW55,9,12A,Init,34.67,4.32,,2.6,,,
Heron,HW85,9,12A,Init,20.88,2.58,,1.5,,,
Heron,HW90,9,12A,Init,24.9,3.03,,3.2,,,
Heron,HG19,10,19A,Init,25.5,3.33,,3,,,
Heron,HG20,10,19A,Init,28.5,3.46,,4.2,,,
Heron,HG42,10,19A,Init,23.39,2.96,,2.3,,,
Heron,HG48,10,19A,Init,26.62,3,,3.2,,,
Heron,HG70,10,19A,Init,16.21,1.97,,0.7,,,
Heron,HW61,10,19A,Init,30.65,3.36,,4.2,,,
Heron,HW70,10,19A,Init,38.72,3.72,,8.8,,,
Heron,HG29,11,15A,Init,24.99,3.51,,2.9,,,
Heron,HG31,11,15A,Init,28.02,3.91,,4.1,,,
Heron,HG56,11,15A,Init,37.19,3.6,,8.5,,,
Heron,HG96,11,15A,Init,18.91,2.37,,1.2,,,
Heron,HW05,11,15A,Init,26.48,2.48,,2.9,,,
Heron,HW06,11,15A,Init,29.2,3.5,,4.1,,,
Heron,HW82,11,15A,Init,20.24,2.45,,1.5,,,
Heron,HG61,12,12A,Init,25.48,2.7,,3,,,
Heron,HG69,12,12A,Init,35.22,3.36,,7,,,
Heron,HG73,12,12A,Init,26.12,3.56,,3.4,,,
Heron,HG74,12,12A,Init,25,2.89,,2.9,,,
Heron,HG99,12,12A,Init,26.52,2.87,,3.6,,,
Heron,HW35,12,12A,Init,21.95,2.84,,1.9,,,
Heron,HW42,12,12A,Init,26.15,3.5,,3.2,,,
Heron,HW99,12,12A,Init,20.14,2.46,,1.4,,,
Heron,HG45,13,19A,Init,21.64,2.94,,2.2,,,
Heron,HG81,13,19A,Init,26.84,3.34,,3.4,,,
Heron,HG85,13,19A,Init,21.28,2.9,,2.1,,,
Heron,HW23,13,19A,Init,25.33,3.13,,2.8,,,
Heron,HW34,13,19A,Init,17.58,2.07,,1.1,,,
Heron,HW47,13,19A,Init,34.77,4.17,,7.5,,,
Heron,HW89,13,19A,Init,25.2,2.98,,2.8,,,
Heron,HG83,14,15A,Init,29.89,2.74,,1.3,,,
Heron,HW30,14,15A,Init,18.3,2.12,,1.2,,,
Heron,HW33,14,15A,Init,27.5,3.16,,3.7,,,
Heron,HW48,14,15A,Init,34.78,3.35,,6.1,,,
Heron,HW53,14,15A,Init,34.6,3.32,,5.7,,,
Heron,HW60,14,15A,Init,22.62,3.03,,2.2,,,
Heron,HW71,14,15A,Init,19.88,1.88,,1.6,,,
Heron,HG43,15,22A,Init,29.32,3.87,,4.7,,,
Heron,HG49,15,22A,Init,27.4,3.92,,3.8,,,
Heron,HG87,15,22A,Init,26.94,3.43,,3.6,,,
Heron,HW29,15,22A,Init,19.44,2.58,,1.4,,,
Heron,HW36,15,22A,Init,19.57,1.97,,1.5,,,
Heron,HW74,15,22A,Init,36.03,2.69,,6.6,,,
Heron,HW97,15,22A,Init,21.23,2.68,,2,,,
Heron,HW16,16,12A,Init,23.74,3.09,,2.7,,,
Heron,HW32,16,12A,Init,17.27,2.19,,0.9,,,
Heron,HW40,16,12A,Init,21.96,2.87,,2.1,,,
Heron,HW67,16,12A,Init,36.13,4.18,,6.5,,,
Heron,HW69,16,12A,Init,26.2,3.07,,3.3,,,
Heron,HW72,16,12A,Init,40.1,3.58,,8.6,,,
Heron,HW87,16,12A,Init,25.91,3.03,,2.9,,,
Heron,HG77,17,15L,Init,32.31,3.27,,5.2,,,
Heron,HW02,17,15L,Init,27.27,3.21,,3.5,,,
Heron,HW14,17,15L,Init,25.34,2.57,,2.8,,,
Heron,HW24,17,15L,Init,19.13,1.58,,1.1,,,
Heron,HW44,17,15L,Init,23.08,2.56,,2.1,,,
Heron,HW64,17,15L,Init,41.01,3.53,,9.4,,,
Heron,HW81,17,15L,Init,18.6,2.6,,1.1,,,
Heron,HG28,18,22L,Init,27.82,2.67,,3.4,,,
Heron,HG41,18,22L,Init,30.4,3.03,,4.3,,,
Heron,HG68,18,22L,Init,35.17,3.57,,7,,,
Heron,HW20,18,22L,Init,30.32,2.29,,4.5,,,
Heron,HW31,18,22L,Init,29.38,3.63,,4.6,,,
Heron,HW56,18,22L,Init,23.88,2.97,,2.5,,,
Heron,HW91,18,22L,Init,22.69,2.75,,2.1,,,
Heron,HG39,19,22L,Init,30.96,3.6,,5,,,
Heron,HG64,19,22L,Init,27.62,3.45,,4.1,,,
Heron,HW07,19,22L,Init,32.34,3.31,,5.5,,,
Heron,HW49,19,22L,Init,31.42,2.98,,5.4,,,
Heron,HW59,19,22L,Init,36.09,4.05,,8,,,
Heron,HW92,19,22L,Init,18.77,2.19,,1.2,,,
Heron,HW95,19,22L,Init,27.39,2.82,,3.2,,,
Heron,HG23,20,15L,Init,22.04,2.42,,2,,,
Heron,HG44,20,15L,Init,32.46,3.43,,5.9,,,
Heron,HG50,20,15L,Init,19.58,1.73,,1,,,
Heron,HG57,20,15L,Init,21.07,2.56,,1.6,,,
Heron,HW17,20,15L,Init,32.42,3.68,,5.8,,,
Heron,HW37,20,15L,Init,38.42,4.23,,8.8,,,
Heron,HW54,20,15L,Init,35.83,3.62,,7.8,,,
Heron,HG51,21,15L,Init,25.85,2.38,,2.4,,,
Heron,HG60,21,15L,Init,18.92,2.3,,1.4,,,
Heron,HG76,21,15L,Init,29.11,3.39,,4.1,,,
Heron,HG92,21,15L,Init,26.85,3.04,,3.5,,,
Heron,HG94,21,15L,Init,27.31,2.48,,2.9,,,
Heron,HG95,21,15L,Init,29.7,3.18,,4.1,,,
Heron,HW65,21,15L,Init,40.57,4.96,,9.3,,,
Heron,HG46,22,22L,Init,14.77,1.92,,0.8,,,
Heron,HG58,22,22L,Init,20.35,2.45,,1.6,,,
Heron,HW21,22,22L,Init,19.96,2.63,,1.5,,,
Heron,HW66,22,22L,Init,38.24,3.69,,8.2,,,
Heron,HW79,22,22L,Init,38.62,4.27,,8.6,,,
Heron,HW80,22,22L,Init,33.05,2.84,,6.3,,,
Heron,HW86,22,22L,Init,33.53,2.83,,5,,,
Heron,HG93,23,22L,Init,19.52,2.47,,1.1,,,
Heron,HG98,23,22L,Init,31.35,3.16,,5.3,,,
Heron,HW03,23,22L,Init,30.31,3.81,,4.8,,,
Heron,HW39,23,22L,Init,35.73,3.24,,7.4,,,
Heron,HW68,23,22L,Init,37.34,4.36,,8.6,,,
Heron,HW73,23,22L,Init,39.87,3.63,,11.6,,,
Heron,HW75,23,22L,Init,22.38,2.69,,1.8,,,
Heron,HG72,24,15L,Init,31.19,3.85,,5.8,,,
Heron,HW08,24,15L,Init,27.02,2.95,,3.5,,,
Heron,HW46,24,15L,Init,26.6,3.14,,3.8,,,
Heron,HW62,24,15L,Init,18.32,1.97,,1,,,
Heron,HW63,24,15L,Init,17.9,2.58,,1.1,,,
Heron,HW83,24,15L,Init,25.95,2.97,,4.3,,,
Kwak,KB27,1,19A,Init,27.72,1.05,,2.2,,,
Kwak,KB28,1,19A,Init,25.44,1.96,,1.7,,,
Kwak,KB44,1,19A,Init,30.39,0.46,,2.3,,,
Kwak,KB53,1,19A,Init,26.58,0.74,,1.5,,,
Kwak,KB97,1,19A,Init,27,0.76,,1.9,,,
Kwak,KG16,1,19A,Init,26.66,1.15,,1.8,,,
Kwak,KG77,1,19A,Init,28.07,0.97,,2,,,
Kwak,KG95,1,19A,Init,29.57,0.64,,2.2,,,
Kwak,KB51,2,22A,Init,29.61,2.3,,2.4,,,
Kwak,KB93,2,22A,Init,22.83,0.64,,1.2,,,
Kwak,KB98,2,22A,Init,22.49,1.45,,1.2,,,
Kwak,KB99,2,22A,Init,24.22,0.68,,1.5,,,
Kwak,KG05,2,22A,Init,30.03,2.32,,2.4,,,
Kwak,KG09,2,22A,Init,28.8,1.12,,2.2,,,
Kwak,KG18,2,22A,Init,30.58,1.37,,2.7,,,
Kwak,KB03,3,22A,Init,31.26,1,,1.5,,,
Kwak,KB62,3,22A,Init,28.58,1.12,,2.2,,,
Kwak,KB81,3,22A,Init,28.49,1.62,,1.8,,,
Kwak,KB87,3,22A,Init,21.85,1.77,,1.2,,,
Kwak,KB88,3,22A,Init,28.49,0.89,,2,,,
Kwak,KG75,3,22A,Init,24.76,0.74,,1.5,,,
Kwak,KG91,3,22A,Init,26.44,0.84,,2.3,,,
Kwak,KB41,4,15A,Init,21.9,1.58,,1.1,,,
Kwak,KB42,4,15A,Init,22.47,0.98,,1.2,,,
Kwak,KB50,4,15A,Init,26.84,1.69,,1.6,,,
Kwak,KB76,4,15A,Init,24.96,0.94,,1.5,,,
Kwak,KG02,4,15A,Init,25.44,1.17,,1.6,,,
Kwak,KG08,4,15A,Init,28.8,0.75,,1.9,,,
Kwak,KG27,4,15A,Init,23.3,1.01,,1.3,,,
Kwak,KB03,5,19A,Init,25.3,1.22,,,,,
Kwak,KB07,5,19A,Init,30.42,1.15,,2.3,,,
Kwak,KB23,5,19A,Init,31.13,0.86,,2.4,,,
Kwak,KB82,5,19A,Init,25.76,0.71,,1.7,,,
Kwak,KB87,5,19A,Init,21.85,1.27,,1.1,,,
Kwak,KG66,5,19A,Init,23.47,0.96,,1.3,,,
Kwak,KG71,5,19A,Init,31.47,1.29,,2.4,,,
Kwak,KB25,6,12A,Init,29.67,0.64,,,,,
Kwak,KB46,6,12A,Init,26.47,1.66,,1.6,,,
Kwak,KB60,6,12A,Init,27.67,0.39,,1.8,,,
Kwak,KB77,6,12A,Init,25.74,1.27,,1.5,,,
Kwak,KB92,6,12A,Init,23.56,0.97,,1.2,,,
Kwak,KG12,6,12A,Init,34.16,1.58,,3.6,,,
Kwak,KG88,6,12A,Init,26.76,1.22,,1.9,,,
Kwak,KB13,7,15A,Init,24.67,1.54,,1.4,,,
Kwak,KB29,7,15A,Init,23.5,1.46,,2.2,,,
Kwak,KB64,7,15A,Init,24.68,0.68,,1.4,,,
Kwak,KG06,7,15A,Init,26.97,0.82,,1.8,,,
Kwak,KG33,7,15A,Init,25.57,1.1,,1.6,,,
Kwak,KG56,7,15A,Init,28.4,1.12,,2.3,,,
Kwak,KG87,7,15A,Init,28.1,1.16,,1.8,,,
Kwak,KG97,7,15A,Init,25.51,0.83,,1.6,,,
Kwak,KB09,8,22A,Init,27.2,0.64,,1.4,,,
Kwak,KB37,8,22A,Init,28.05,0.6,,1.9,,,
Kwak,KB61,8,22A,Init,27.51,0.79,,1.8,,,
Kwak,KG04,8,22A,Init,27.19,1.11,,1.9,,,
Kwak,KG60,8,22A,Init,26.46,1.26,,1.7,,,
Kwak,KG67,8,22A,Init,25.76,1.02,,1.7,,,
Kwak,KG84,8,22A,Init,25.05,0.54,,1.2,,,
Kwak,KB02,9,12A,Init,23.11,1.64,,1.1,,,
Kwak,KB39,9,12A,Init,30.28,0.97,,2.5,,,
Kwak,KB57,9,12A,Init,25.59,0.68,,1.4,,,
Kwak,KB85,9,12A,Init,30.48,1.55,,2.5,,,
Kwak,KG03,9,12A,Init,22.02,1.46,,1,,,
Kwak,KG35,9,12A,Init,29.41,0.84,,2.7,,,
Kwak,KG61,9,12A,Init,29.93,1.13,,2.3,,,
Kwak,KB72,10,19A,Init,23.9,0.97,,1.3,,,
Kwak,KB74,10,19A,Init,25,1.14,,1.5,,,
Kwak,KG24,10,19A,Init,24.18,1.62,,1.8,,,
Kwak,KG30,10,19A,Init,27.77,0.8,,1.7,,,
Kwak,KG54,10,19A,Init,26.21,1,,1.7,,,
Kwak,KG83,10,19A,Init,23.35,0.95,,1.3,,,
Kwak,KG85,10,19A,Init,23.02,0.68,,1.2,,,
Kwak,KB16,11,15A,Init,26.03,1.21,,1.6,,,
Kwak,KB75,11,15A,Init,26.3,1.34,,1.7,,,
Kwak,KB83,11,15A,Init,24.07,0.81,,1.2,,,
Kwak,KG07,11,15A,Init,33.94,0.66,,3.3,,,
Kwak,KG11,11,15A,Init,28.66,1.2,,2.1,,,
Kwak,KG15,11,15A,Init,23.08,1.28,,1.2,,,
Kwak,KG92,11,15A,Init,27.4,0.86,,2,,,
Kwak,KB08,12,12A,Init,26.98,0.69,,1.9,,,
Kwak,KB15,12,12A,Init,24.48,0.81,,1.4,,,
Kwak,KB17,12,12A,Init,26.74,1.29,,1.8,,,
Kwak,KB55,12,12A,Init,24.36,0.77,,1.5,,,
Kwak,KG10,12,12A,Init,24.75,1.74,,1.4,,,
Kwak,KG69,12,12A,Init,27.89,0.76,,2.1,,,
Kwak,KG73,12,12A,Init,29.45,0.97,,2.3,,,
Kwak,KB05,13,19A,Init,29.32,0.48,,2.1,,,
Kwak,KB84,13,19A,Init,27.99,1.62,,1.9,,,
Kwak,KB94,13,19A,Init,26.75,1.14,,1.8,,,
Kwak,KG32,13,19A,Init,26.67,1.52,,1.9,,,
Kwak,KG62,13,19A,Init,28.23,1.52,,2,,,
Kwak,KG81,13,19A,Init,27.91,1.56,,1.8,,,
