Date,Stage,Days_diff,SR,SP,OR,OS,Block,ID,L,Th,TW,SW,SG,DIED,OSTRINA,Notes,,,Legend,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO70,24.53,1.03,1.82,0.86,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,R,PO76,23.81,2.28,1.75,,27,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,R,PO69,23.1,2.64,1.74,,13,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,B,PO92,22.42,0.64,1.35,0.59,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,Y,PO91,21.97,2.14,1.27,,15,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,O,PO85,20.84,1.72,1.24,,6,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,O,PO99,20.04,1.95,1.16,,8,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO56,21.96,0.48,1.12,0.46,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO75,20.21,0.78,1.1,0.48,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO69,21.01,1.06,1.07,0.49,,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO52,18.63,1.91,1.05,0.52,15,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO85,20.88,0.67,1.02,0.44,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO93,20.17,0.58,0.97,0.44,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO94,20.37,0.79,0.94,0.42,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO96,20.43,0.78,0.89,0.35,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,B,PO52,18.33,2.05,0.89,,8,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO71,16.99,1.55,0.85,0.43,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO76,19.89,0.54,0.85,0.36,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,O,PO98,18.31,0.91,0.81,0.4,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,O,PO99,18.03,0.89,0.81,0.35,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO84,18.46,1.04,0.8,0.4,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,O,PO79,18.17,1.1,0.77,0.33,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO65,18.65,1.3,0.76,0.34,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,Y,PO91,19.41,0.43,0.75,0.3,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,Y,PO74,18.28,0.64,0.73,0.31,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,R,PO82,17.55,0.76,0.73,0.33,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,R,PO66,19.18,0.84,0.69,0.3,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Heron,B,PO83,17.15,0.95,0.62,0.26,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO52,17.21,0.74,0.6,0.27,,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,B,PO86,16.15,1,0.55,,0,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO89,26.99,0.57,0.52,0.22,,0,0,,,,,
04-09-2019,Init,1,Calvert,PRUTH,Nanaimo,Cedar,B,PO86,17.92,0.82,0.52,0.22,,0,0,,,,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,R,PO41,,,,,,1,0,DIED HERMIT CRAB,26.54,1.04,,
06-04-2019,Mid,78,Calvert,PRUTH,Calvert,Pruth,Y,PO06,,,,,,1,0,DIED HERMIT CRAB,28.75,2.23,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Cedar,R,PO50,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,O,PO90,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,R,PO57,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,O,PO53,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,Y,PO84,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,Y,PO81,,,,,,1,0,DIED,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO60,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO67,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Cedar,B,PO80,,,,,,1,0,DIED HERMIT CRAB,,,,
