1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F00000002A0F1C21
Is Mission Active?  true
Mission Start:  Wed Mar 20 13:57:00 PDT 2019
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1850
Total Samples:  153091
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2019-04-04, 2:57:00 AM,C,10
2019-04-04, 3:57:00 AM,C,10
2019-04-04, 4:57:00 AM,C,10
2019-04-04, 5:57:00 AM,C,10
2019-04-04, 6:57:00 AM,C,10
2019-04-04, 7:57:00 AM,C,10
2019-04-04, 8:57:00 AM,C,10
2019-04-04, 9:57:00 AM,C,9.5
2019-04-04, 10:57:00 AM,C,9.5
2019-04-04, 11:57:00 AM,C,10
2019-04-04, 12:57:00 PM,C,9.5
2019-04-04, 1:57:00 PM,C,10
2019-04-04, 2:57:00 PM,C,9.5
2019-04-04, 3:57:00 PM,C,9.5
2019-04-04, 4:57:00 PM,C,9.5
2019-04-04, 5:57:00 PM,C,10
2019-04-04, 6:57:00 PM,C,10
2019-04-04, 7:57:00 PM,C,9.5
2019-04-04, 8:57:00 PM,C,9.5
2019-04-04, 9:57:00 PM,C,9.5
2019-04-04, 10:57:00 PM,C,9
2019-04-04, 11:57:00 PM,C,9
2019-04-05, 12:57:00 AM,C,9
2019-04-05, 1:57:00 AM,C,9
2019-04-05, 2:57:00 AM,C,8.5
2019-04-05, 3:57:00 AM,C,8.5
2019-04-05, 4:57:00 AM,C,9
2019-04-05, 5:57:00 AM,C,8.5
2019-04-05, 6:57:00 AM,C,9
2019-04-05, 7:57:00 AM,C,8.5
2019-04-05, 8:57:00 AM,C,9
2019-04-05, 9:57:00 AM,C,9
2019-04-05, 10:57:00 AM,C,8.5
2019-04-05, 11:57:00 AM,C,8.5
2019-04-05, 12:57:00 PM,C,9
2019-04-05, 1:57:00 PM,C,8.5
2019-04-05, 2:57:00 PM,C,8.5
2019-04-05, 3:57:00 PM,C,8.5
2019-04-05, 4:57:00 PM,C,9
2019-04-05, 5:57:00 PM,C,8.5
2019-04-05, 6:57:00 PM,C,9
2019-04-05, 7:57:00 PM,C,8.5
2019-04-05, 8:57:00 PM,C,8.5
2019-04-05, 9:57:00 PM,C,8.5
