Date/Time,Unit,Value,
2019-05-31, 11:43:00 AM,C,11.5
2019-05-31, 12:43:00 PM,C,12.5
2019-05-31, 1:43:00 PM,C,12
2019-05-31, 2:43:00 PM,C,11.5
2019-05-31, 3:43:00 PM,C,12.5
2019-05-31, 4:43:00 PM,C,11.5
2019-05-31, 5:43:00 PM,C,12
2019-05-31, 6:43:00 PM,C,11.5
2019-05-31, 7:43:00 PM,C,12
2019-05-31, 8:43:00 PM,C,12
2019-05-31, 9:43:00 PM,C,12
2019-05-31, 10:43:00 PM,C,10.5
2019-05-31, 11:43:00 PM,C,11
2019-06-01, 12:43:00 AM,C,11.5
2019-06-01, 1:43:00 AM,C,10.5
2019-06-01, 2:43:00 AM,C,11.5
2019-06-01, 3:43:00 AM,C,12
2019-06-01, 4:43:00 AM,C,12.5
2019-06-01, 5:43:00 AM,C,11.5
2019-06-01, 6:43:00 AM,C,12
2019-06-01, 7:43:00 AM,C,12.5
2019-06-01, 8:43:00 AM,C,12.5
2019-06-01, 9:43:00 AM,C,12
2019-06-01, 10:43:00 AM,C,11
2019-06-01, 11:43:00 AM,C,11
2019-06-01, 12:43:00 PM,C,11.5
2019-06-01, 1:43:00 PM,C,11.5
2019-06-01, 2:43:00 PM,C,11
2019-06-01, 3:43:00 PM,C,11
2019-06-01, 4:43:00 PM,C,11
2019-06-01, 5:43:00 PM,C,11
2019-06-01, 6:43:00 PM,C,11.5
2019-06-01, 7:43:00 PM,C,10.5
2019-06-01, 8:43:00 PM,C,10
2019-06-01, 9:43:00 PM,C,10
2019-06-01, 10:43:00 PM,C,10
2019-06-01, 11:43:00 PM,C,9.5
2019-06-02, 12:43:00 AM,C,10.5
2019-06-02, 1:43:00 AM,C,10.5
2019-06-02, 2:43:00 AM,C,10.5
2019-06-02, 3:43:00 AM,C,10.5
2019-06-02, 4:43:00 AM,C,10.5
2019-06-02, 5:43:00 AM,C,9.5
2019-06-02, 6:43:00 AM,C,9.5
2019-06-02, 7:43:00 AM,C,10.5
2019-06-02, 8:43:00 AM,C,11.5
2019-06-02, 9:43:00 AM,C,11
2019-06-02, 10:43:00 AM,C,11
2019-06-02, 11:43:00 AM,C,11.5
2019-06-02, 12:43:00 PM,C,11.5
2019-06-02, 1:43:00 PM,C,12
2019-06-02, 2:43:00 PM,C,12
2019-06-02, 3:43:00 PM,C,12
2019-06-02, 4:43:00 PM,C,12
2019-06-02, 5:43:00 PM,C,12.5
2019-06-02, 6:43:00 PM,C,12.5
2019-06-02, 7:43:00 PM,C,13
2019-06-02, 8:43:00 PM,C,11.5
2019-06-02, 9:43:00 PM,C,12
2019-06-02, 10:43:00 PM,C,11
2019-06-02, 11:43:00 PM,C,11
